id,name,description,tactic,technique_attack_id,technique_full_name,windows_command,windows_executor,linux_command,linux_executor,darwin_command,darwin_executor,privilege,payloads,cleanup,target_dir,yml_filename,vars,has_hardcoded_abs_paths_hint
<GENERATE_UUIDv4>,Install Root Certificate,Ability for Install Root Certificate (ATT&CK T1130). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1130,Install Root Certificate,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1130__install-root-certificate.yml,,no
<GENERATE_UUIDv4>,Authentication Package,Ability for Authentication Package (ATT&CK T1131). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1131,Authentication Package,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1131__authentication-package.yml,evil_image;image;script,yes
<GENERATE_UUIDv4>,Application Shimming,Ability for Application Shimming (ATT&CK T1138). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1138,Application Shimming,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1138__application-shimming.yml,input_file,no
<GENERATE_UUIDv4>,Bash History,Ability for Bash History (ATT&CK T1139). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],credential-access,T1139,Bash History,"cmdkey /list & reg query ""HKLM\SAM"" /reg:64 /v """" 2>nul",cmd,,,,,,,,stockpile/data/abilities/credential-access/,T1139__bash-history.yml,,no
<GENERATE_UUIDv4>,Input Prompt,Ability for Input Prompt (ATT&CK T1141). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],credential-access,T1141,Input Prompt,"cmdkey /list & reg query ""HKLM\SAM"" /reg:64 /v """" 2>nul",cmd,,,,,,,,stockpile/data/abilities/credential-access/,T1141__input-prompt.yml,,yes
<GENERATE_UUIDv4>,Keychain,Ability for Keychain (ATT&CK T1142). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],credential-access,T1142,Keychain,"cmdkey /list & reg query ""HKLM\SAM"" /reg:64 /v """" 2>nul",cmd,,,,,,,,stockpile/data/abilities/credential-access/,T1142__keychain.yml,,no
<GENERATE_UUIDv4>,Hidden Window,Ability for Hidden Window (ATT&CK T1143). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1143,Hidden Window,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1143__hidden-window.yml,,no
<GENERATE_UUIDv4>,Gatekeeper Bypass,Ability for Gatekeeper Bypass (ATT&CK T1144). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1144,Gatekeeper Bypass,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1144__gatekeeper-bypass.yml,,yes
<GENERATE_UUIDv4>,Private Keys,Ability for Private Keys (ATT&CK T1145). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],credential-access,T1145,Private Keys,"cmdkey /list & reg query ""HKLM\SAM"" /reg:64 /v """" 2>nul",cmd,,,,,,,,stockpile/data/abilities/credential-access/,T1145__private-keys.yml,,no
<GENERATE_UUIDv4>,Clear Command History,Ability for Clear Command History (ATT&CK T1146). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1146,Clear Command History,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1146__clear-command-history.yml,,no
<GENERATE_UUIDv4>,Hidden Users,Ability for Hidden Users (ATT&CK T1147). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1147,Hidden Users,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1147__hidden-users.yml,,no
<GENERATE_UUIDv4>,HISTCONTROL,Ability for HISTCONTROL (ATT&CK T1148). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1148,HISTCONTROL,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1148__histcontrol.yml,,no
<GENERATE_UUIDv4>,LC_MAIN Hijacking,Ability for LC_MAIN Hijacking (ATT&CK T1149). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1149,LC_MAIN Hijacking,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1149__lc-main-hijacking.yml,,no
<GENERATE_UUIDv4>,Plist Modification,Ability for Plist Modification (ATT&CK T1150). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1150,Plist Modification,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1150__plist-modification.yml,,yes
<GENERATE_UUIDv4>,Space after Filename,Ability for Space after Filename (ATT&CK T1151). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1151,Space after Filename,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1151__space-after-filename.yml,,no
<GENERATE_UUIDv4>,Launchctl,Ability for Launchctl (ATT&CK T1152). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1152,Launchctl,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1152__launchctl.yml,,no
<GENERATE_UUIDv4>,Source,Ability for Source (ATT&CK T1153). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],execution,T1153,Source,"powershell -NoProfile -Command ""Write-Output \""#{message}\""""",psh,,,,,,,,stockpile/data/abilities/execution/,T1153__source.yml,,no
<GENERATE_UUIDv4>,Trap,Ability for Trap (ATT&CK T1154). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],execution,T1154,Trap,"powershell -NoProfile -Command ""Write-Output \""#{message}\""""",psh,,,,,,,,stockpile/data/abilities/execution/,T1154__trap.yml,,no
<GENERATE_UUIDv4>,AppleScript,Ability for AppleScript (ATT&CK T1155). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],execution,T1155,AppleScript,"powershell -NoProfile -Command ""Write-Output \""#{message}\""""",psh,,,,,,,,stockpile/data/abilities/execution/,T1155__applescript.yml,,no
<GENERATE_UUIDv4>,Malicious Shell Modification,Ability for Malicious Shell Modification (ATT&CK T1156). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1156,Malicious Shell Modification,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1156__malicious-shell-modification.yml,,no
<GENERATE_UUIDv4>,Dylib Hijacking,Ability for Dylib Hijacking (ATT&CK T1157). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1157,Dylib Hijacking,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1157__dylib-hijacking.yml,,no
<GENERATE_UUIDv4>,Hidden Files and Directories,Ability for Hidden Files and Directories (ATT&CK T1158). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1158,Hidden Files and Directories,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1158__hidden-files-and-directories.yml,,no
<GENERATE_UUIDv4>,Launch Agent,Ability for Launch Agent (ATT&CK T1159). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1159,Launch Agent,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1159__launch-agent.yml,remote_url,yes
<GENERATE_UUIDv4>,Launch Daemon,Ability for Launch Daemon (ATT&CK T1160). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1160,Launch Daemon,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1160__launch-daemon.yml,,no
<GENERATE_UUIDv4>,LC_LOAD_DYLIB Addition,Ability for LC_LOAD_DYLIB Addition (ATT&CK T1161). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1161,LC_LOAD_DYLIB Addition,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1161__lc-load-dylib-addition.yml,,no
<GENERATE_UUIDv4>,Login Item,Ability for Login Item (ATT&CK T1162). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1162,Login Item,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1162__login-item.yml,,no
<GENERATE_UUIDv4>,Rc.common,Ability for Rc.common (ATT&CK T1163). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1163,Rc.common,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1163__rc-common.yml,,no
<GENERATE_UUIDv4>,Re-opened Applications,Ability for Re-opened Applications (ATT&CK T1164). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1164,Re-opened Applications,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1164__re-opened-applications.yml,,no
<GENERATE_UUIDv4>,Startup Items,Ability for Startup Items (ATT&CK T1165). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1165,Startup Items,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1165__startup-items.yml,base64_data;destination_url,no
<GENERATE_UUIDv4>,Setuid and Setgid,Ability for Setuid and Setgid (ATT&CK T1166). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1166,Setuid and Setgid,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1166__setuid-and-setgid.yml,admin_password;admin_user;domain;top_level_domain,no
<GENERATE_UUIDv4>,Securityd Memory,Ability for Securityd Memory (ATT&CK T1167). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],credential-access,T1167,Securityd Memory,"cmdkey /list & reg query ""HKLM\SAM"" /reg:64 /v """" 2>nul",cmd,,,,,,,,stockpile/data/abilities/credential-access/,T1167__securityd-memory.yml,encoded_file;message,no
<GENERATE_UUIDv4>,Local Job Scheduling,Ability for Local Job Scheduling (ATT&CK T1168). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],execution,T1168,Local Job Scheduling,"powershell -NoProfile -Command ""Write-Output \""#{message}\""""",psh,,,,,,,,stockpile/data/abilities/execution/,T1168__local-job-scheduling.yml,,no
<GENERATE_UUIDv4>,Sudo,Ability for Sudo (ATT&CK T1169). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],privilege-escalation,T1169,Sudo,whoami /priv,cmd,,,,,,,,stockpile/data/abilities/privilege-escalation/,T1169__sudo.yml,,no
<GENERATE_UUIDv4>,Mshta,Ability for Mshta (ATT&CK T1170). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1170,Mshta,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1170__mshta.yml,,no
<GENERATE_UUIDv4>,LLMNR/NBT-NS Poisoning and Relay,Ability for LLMNR/NBT-NS Poisoning and Relay (ATT&CK T1171). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],credential-access,T1171,LLMNR/NBT-NS Poisoning and Relay,"cmdkey /list & reg query ""HKLM\SAM"" /reg:64 /v """" 2>nul",cmd,,,,,,,,stockpile/data/abilities/credential-access/,T1171__llmnr-nbt-ns-poisoning-and-relay.yml,,no
<GENERATE_UUIDv4>,Domain Fronting,Ability for Domain Fronting (ATT&CK T1172). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],command-and-control,T1172,Domain Fronting,"powershell -NoProfile -Command ""Invoke-WebRequest -UseBasicParsing http://#{c2_host}:#{c2_port}/beacon?id=#{paw} -Method GET""",psh,,,,,,,,stockpile/data/abilities/command-and-control/,T1172__domain-fronting.yml,,no
<GENERATE_UUIDv4>,Dynamic Data Exchange,Ability for Dynamic Data Exchange (ATT&CK T1173). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],execution,T1173,Dynamic Data Exchange,"powershell -NoProfile -Command ""Write-Output \""#{message}\""""",psh,,,,,,,,stockpile/data/abilities/execution/,T1173__dynamic-data-exchange.yml,,no
<GENERATE_UUIDv4>,Password Filter DLL,Ability for Password Filter DLL (ATT&CK T1174). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],credential-access,T1174,Password Filter DLL,"cmdkey /list & reg query ""HKLM\SAM"" /reg:64 /v """" 2>nul",cmd,,,,,,,,stockpile/data/abilities/credential-access/,T1174__password-filter-dll.yml,,no
<GENERATE_UUIDv4>,Component Object Model and Distributed COM,Ability for Component Object Model and Distributed COM (ATT&CK T1175). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],execution,T1175,Component Object Model and Distributed COM,"powershell -NoProfile -Command ""Write-Output \""#{message}\""""",psh,,,,,,,,stockpile/data/abilities/execution/,T1175__component-object-model-and-distributed-com.yml,,no
<GENERATE_UUIDv4>,LSASS Driver,Ability for LSASS Driver (ATT&CK T1177). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],execution,T1177,LSASS Driver,"powershell -NoProfile -Command ""Write-Output \""#{message}\""""",psh,,,,,,,,stockpile/data/abilities/execution/,T1177__lsass-driver.yml,,no
<GENERATE_UUIDv4>,SID-History Injection,Ability for SID-History Injection (ATT&CK T1178). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],privilege-escalation,T1178,SID-History Injection,whoami /priv,cmd,,,,,,,,stockpile/data/abilities/privilege-escalation/,T1178__sid-history-injection.yml,,no
<GENERATE_UUIDv4>,Hooking,Ability for Hooking (ATT&CK T1179). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],credential-access,T1179,Hooking,"cmdkey /list & reg query ""HKLM\SAM"" /reg:64 /v """" 2>nul",cmd,,,,,,,,stockpile/data/abilities/credential-access/,T1179__hooking.yml,,no
<GENERATE_UUIDv4>,Screensaver,Ability for Screensaver (ATT&CK T1180). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1180,Screensaver,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1180__screensaver.yml,,no
<GENERATE_UUIDv4>,Extra Window Memory Injection,Ability for Extra Window Memory Injection (ATT&CK T1181). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1181,Extra Window Memory Injection,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1181__extra-window-memory-injection.yml,,no
<GENERATE_UUIDv4>,AppCert DLLs,Ability for AppCert DLLs (ATT&CK T1182). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1182,AppCert DLLs,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1182__appcert-dlls.yml,,no
<GENERATE_UUIDv4>,Image File Execution Options Injection,Ability for Image File Execution Options Injection (ATT&CK T1183). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1183,Image File Execution Options Injection,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1183__image-file-execution-options-injection.yml,,no
<GENERATE_UUIDv4>,SSH Hijacking,Ability for SSH Hijacking (ATT&CK T1184). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],lateral-movement,T1184,SSH Hijacking,net view && net use && qwinsta,cmd,,,,,,,,stockpile/data/abilities/lateral-movement/,T1184__ssh-hijacking.yml,,no
<GENERATE_UUIDv4>,Browser Session Hijacking,Ability for Browser Session Hijacking (ATT&CK T1185). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],collection,T1185,Browser Session Hijacking,"dir ""%USERPROFILE%\Documents"" /S /B | head",cmd,,,,,,,,stockpile/data/abilities/collection/,T1185__browser-session-hijacking.yml,,no
<GENERATE_UUIDv4>,Process Doppelgänging,Ability for Process Doppelgänging (ATT&CK T1186). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1186,Process Doppelgänging,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1186__process-doppelg-nging.yml,,no
<GENERATE_UUIDv4>,Multi-hop Proxy,Ability for Multi-hop Proxy (ATT&CK T1188). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],command-and-control,T1188,Multi-hop Proxy,"powershell -NoProfile -Command ""Invoke-WebRequest -UseBasicParsing http://#{c2_host}:#{c2_port}/beacon?id=#{paw} -Method GET""",psh,,,,,,,,stockpile/data/abilities/command-and-control/,T1188__multi-hop-proxy.yml,,no
<GENERATE_UUIDv4>,Drive-by Compromise,Ability for Drive-by Compromise (ATT&CK T1189). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],initial-access,T1189,Drive-by Compromise,whoami & hostname,cmd,,,,,,,,stockpile/data/abilities/initial-access/,T1189__drive-by-compromise.yml,,no
<GENERATE_UUIDv4>,Exploit Public-Facing Application,Ability for Exploit Public-Facing Application (ATT&CK T1190). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],initial-access,T1190,Exploit Public-Facing Application,whoami & hostname,cmd,,,,,,,,stockpile/data/abilities/initial-access/,T1190__exploit-public-facing-application.yml,,no
<GENERATE_UUIDv4>,CMSTP,Ability for CMSTP (ATT&CK T1191). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1191,CMSTP,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1191__cmstp.yml,,no
<GENERATE_UUIDv4>,Spearphishing Link,Ability for Spearphishing Link (ATT&CK T1192). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],initial-access,T1192,Spearphishing Link,whoami & hostname,cmd,,,,,,,,stockpile/data/abilities/initial-access/,T1192__spearphishing-link.yml,,no
<GENERATE_UUIDv4>,Spearphishing Attachment,Ability for Spearphishing Attachment (ATT&CK T1193). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],initial-access,T1193,Spearphishing Attachment,whoami & hostname,cmd,,,,,,,,stockpile/data/abilities/initial-access/,T1193__spearphishing-attachment.yml,file_or_folder;numeric_mode,no
<GENERATE_UUIDv4>,Spearphishing via Service,Ability for Spearphishing via Service (ATT&CK T1194). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],initial-access,T1194,Spearphishing via Service,whoami & hostname,cmd,,,,,,,,stockpile/data/abilities/initial-access/,T1194__spearphishing-via-service.yml,,no
<GENERATE_UUIDv4>,Control Panel Items,Ability for Control Panel Items (ATT&CK T1196). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1196,Control Panel Items,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1196__control-panel-items.yml,,no
<GENERATE_UUIDv4>,SIP and Trust Provider Hijacking,Ability for SIP and Trust Provider Hijacking (ATT&CK T1198). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1198,SIP and Trust Provider Hijacking,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1198__sip-and-trust-provider-hijacking.yml,,no
<GENERATE_UUIDv4>,Trusted Relationship,Ability for Trusted Relationship (ATT&CK T1199). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],initial-access,T1199,Trusted Relationship,whoami & hostname,cmd,,,,,,,,stockpile/data/abilities/initial-access/,T1199__trusted-relationship.yml,,no
<GENERATE_UUIDv4>,Hardware Additions,Ability for Hardware Additions (ATT&CK T1200). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],initial-access,T1200,Hardware Additions,whoami & hostname,cmd,,,,,,,,stockpile/data/abilities/initial-access/,T1200__hardware-additions.yml,,no
<GENERATE_UUIDv4>,Exploitation for Client Execution,Ability for Exploitation for Client Execution (ATT&CK T1203). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],execution,T1203,Exploitation for Client Execution,"powershell -NoProfile -Command ""Write-Output \""#{message}\""""",psh,,,,,,,,stockpile/data/abilities/execution/,T1203__exploitation-for-client-execution.yml,,no
<GENERATE_UUIDv4>,Traffic Signaling,Ability for Traffic Signaling (ATT&CK T1205). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],command-and-control,T1205,Traffic Signaling,"powershell -NoProfile -Command ""Invoke-WebRequest -UseBasicParsing http://#{c2_host}:#{c2_port}/beacon?id=#{paw} -Method GET""",psh,,,,,,,,stockpile/data/abilities/command-and-control/,T1205__traffic-signaling.yml,user_account,no
<GENERATE_UUIDv4>,Sudo Caching,Ability for Sudo Caching (ATT&CK T1206). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],privilege-escalation,T1206,Sudo Caching,whoami /priv,cmd,,,,,,,,stockpile/data/abilities/privilege-escalation/,T1206__sudo-caching.yml,,no
<GENERATE_UUIDv4>,Kerberoasting,Ability for Kerberoasting (ATT&CK T1208). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],credential-access,T1208,Kerberoasting,"cmdkey /list & reg query ""HKLM\SAM"" /reg:64 /v """" 2>nul",cmd,,,,,,,,stockpile/data/abilities/credential-access/,T1208__kerberoasting.yml,cert_filename;key_filename;lazagne_path;output_file;specific_module,yes
<GENERATE_UUIDv4>,Time Providers,Ability for Time Providers (ATT&CK T1209). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1209,Time Providers,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1209__time-providers.yml,index;pam_rule;path_to_pam_conf,no
<GENERATE_UUIDv4>,Exploitation of Remote Services,Ability for Exploitation of Remote Services (ATT&CK T1210). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],lateral-movement,T1210,Exploitation of Remote Services,net view && net use && qwinsta,cmd,,,,,,,,stockpile/data/abilities/lateral-movement/,T1210__exploitation-of-remote-services.yml,,no
<GENERATE_UUIDv4>,Exploitation for Defense Evasion,Ability for Exploitation for Defense Evasion (ATT&CK T1211). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1211,Exploitation for Defense Evasion,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1211__exploitation-for-defense-evasion.yml,domain;port,no
<GENERATE_UUIDv4>,Exploitation for Credential Access,Ability for Exploitation for Credential Access (ATT&CK T1212). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],credential-access,T1212,Exploitation for Credential Access,"cmdkey /list & reg query ""HKLM\SAM"" /reg:64 /v """" 2>nul",cmd,,,,,,,,stockpile/data/abilities/credential-access/,T1212__exploitation-for-credential-access.yml,binary_path;port,no
<GENERATE_UUIDv4>,Data from Information Repositories,Ability for Data from Information Repositories (ATT&CK T1213). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],collection,T1213,Data from Information Repositories,"dir ""%USERPROFILE%\Documents"" /S /B | head",cmd,,,,,,,,stockpile/data/abilities/collection/,T1213__data-from-information-repositories.yml,aws_region;stratus_path,no
<GENERATE_UUIDv4>,Credentials in Registry,Ability for Credentials in Registry (ATT&CK T1214). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],credential-access,T1214,Credentials in Registry,"cmdkey /list & reg query ""HKLM\SAM"" /reg:64 /v """" 2>nul",cmd,,,,,,,,stockpile/data/abilities/credential-access/,T1214__credentials-in-registry.yml,,no
<GENERATE_UUIDv4>,Kernel Modules and Extensions,Ability for Kernel Modules and Extensions (ATT&CK T1215). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1215,Kernel Modules and Extensions,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1215__kernel-modules-and-extensions.yml,,no
<GENERATE_UUIDv4>,Compiled HTML File,Ability for Compiled HTML File (ATT&CK T1223). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1223,Compiled HTML File,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1223__compiled-html-file.yml,,no
<GENERATE_UUIDv4>,Execution Guardrails,Ability for Execution Guardrails (ATT&CK T1480). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1480,Execution Guardrails,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1480__execution-guardrails.yml,,no
<GENERATE_UUIDv4>,Domain Generation Algorithms,Ability for Domain Generation Algorithms (ATT&CK T1483). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],command-and-control,T1483,Domain Generation Algorithms,"powershell -NoProfile -Command ""Invoke-WebRequest -UseBasicParsing http://#{c2_host}:#{c2_port}/beacon?id=#{paw} -Method GET""",psh,,,,,,,,stockpile/data/abilities/command-and-control/,T1483__domain-generation-algorithms.yml,,no
<GENERATE_UUIDv4>,Disk Structure Wipe,Ability for Disk Structure Wipe (ATT&CK T1487). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],impact,T1487,Disk Structure Wipe,"echo ""impact-simulation: #{message}""",cmd,,,,,,,,stockpile/data/abilities/impact/,T1487__disk-structure-wipe.yml,,no
